epoch,loss,acc
1,1.9139906167984009,0.44821804761886597
2,1.4905487298965454,0.5467155575752258
319,1.246505856513977,0.6184533834457397
320,1.2407066822052002,0.6201525330543518
321,1.236266016960144,0.6214451789855957
322,1.2318881750106812,0.6226279735565186
323,1.2279735803604126,0.6238112449645996
324,1.224714994430542,0.6247926950454712
325,1.2215046882629395,0.6257470846176147
326,1.2188621759414673,0.6265829801559448
327,1.2162704467773438,0.6273742318153381
328,1.2140833139419556,0.6280466318130493
329,1.2120919227600098,0.6286519765853882
330,1.21004056930542,0.6293217539787292
331,1.2085151672363281,0.6298434734344482
332,1.20681631565094,0.6303862929344177
333,1.2055573463439941,0.6308242082595825
334,1.2278962135314941,0.623578667640686
335,1.217674970626831,0.6267644762992859
336,1.2116730213165283,0.6286861896514893
337,1.207298755645752,0.6300522089004517
338,1.203692078590393,0.6312170624732971
339,1.201108694076538,0.6320399641990662
340,1.197803020477295,0.633064329624176
341,1.1955361366271973,0.6337840557098389
342,1.193251609802246,0.6344948410987854
343,1.1911672353744507,0.6351194381713867
344,1.1892460584640503,0.6357242465019226
345,1.1873639822006226,0.6363072991371155
341,1.195560336112976,0.6337974667549133
342,1.1934179067611694,0.6344796419143677
343,1.1913561820983887,0.6350710391998291
344,1.1896252632141113,0.6356311440467834
345,1.1878918409347534,0.6361686587333679
346,1.186329960823059,0.6366660594940186
347,1.1847153902053833,0.6371908187866211
348,1.183109998703003,0.6376761198043823
349,1.1817280054092407,0.638110876083374
350,1.1801844835281372,0.6385941505432129
351,1.178964614868164,0.6389099359512329
352,1.1777753829956055,0.6393228769302368
353,1.1766955852508545,0.639686107635498
354,1.1755167245864868,0.6400094628334045
355,1.1746704578399658,0.6403139233589172
356,1.1734939813613892,0.6406468152999878
357,1.1737756729125977,0.6406465172767639
